X,Y,FID,Date,Sample_ID,Parameter,Results,Units,CAS,HRV,Units1,HRV_Types,Name,Description,Address,City_1,State,Zip
-93.23913021,44.9555969520001,1,Nov13,0005Nov13,"1,2,4-Trimethylbenzene",1.4,ug/m3,95-63-6,125000,ug/m3,REL,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,2,Nov13,0005Nov13,2-Propanol,87.6,ug/m3,67-63-0,980000,ug/m3,REL,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,3,Nov13,0005Nov13,Acetone,8.4,ug/m3,67-64-1,590000,ug/m3,REL,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,4,Nov13,0005Nov13,Benzene,0.87,ug/m3,71-43-2,1.3,ug/m3,HRV,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,5,Nov13,0005Nov13,Chloromethane,0.63,ug/m3,74-87-3,206544,ug/m3,PEL,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,6,Nov13,0005Nov13,Cyclohexane,1.1,ug/m3,110-82-7,1050000,ug/m3,REL,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,7,Nov13,0005Nov13,Dichlorodifluoromethane,1.9,ug/m3,75-71-8,4950000,ug/m3,REL,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,8,Nov13,0005Nov13,Ethanol,8.8,ug/m3,64-17-5,1900000,ug/m3,REL,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,9,Nov13,0005Nov13,Ethyl acetate,206,ug/m3,141-78-6,1400000,ug/m3,REL,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,10,Nov13,0005Nov13,Methylene Chloride,1.4,ug/m3,75-09-2,20,ug/m3,HRV,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,11,Nov13,0005Nov13,Toluene,5,ug/m3,108-88-3,400,ug/m3,HRV,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,55406
-93.2119547949999,44.9845238340001,12,Nov13,0076Nov13,2-Butanone (MEK),4.8,ug/m3,78-93-3,10000,ug/m3,HRV,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,13,Nov13,0076Nov13,2-Propanol,4.3,ug/m3,67-63-0,980000,ug/m3,REL,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,14,Nov13,0076Nov13,Acetone,9.8,ug/m3,67-64-1,590000,ug/m3,REL,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,15,Nov13,0076Nov13,Chloromethane,0.97,ug/m3,74-87-3,206544,ug/m3,PEL,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,16,Nov13,0076Nov13,Dichlorodifluoromethane,2.8,ug/m3,75-71-8,4950000,ug/m3,REL,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,17,Nov13,0076Nov13,Ethanol,20.3,ug/m3,64-17-5,1900000,ug/m3,REL,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,18,Nov13,0076Nov13,Ethyl acetate,9.9,ug/m3,141-78-6,1400000,ug/m3,REL,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,19,Nov13,0076Nov13,Methylene Chloride,1.3,ug/m3,75-09-2,20,ug/m3,HRV,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,20,Nov13,0076Nov13,n-Heptane,1.3,ug/m3,142-82-5,350000,ug/m3,REL,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,21,Nov13,0076Nov13,n-Hexane,1.2,ug/m3,110-54-3,2000,ug/m3,HRV,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,22,Nov13,0076Nov13,Toluene,11.1,ug/m3,108-88-3,400,ug/m3,HRV,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,23,Nov13,0076Nov13,Trichloroethene,9,ug/m3,79-01-6,3,ug/m3,HRV,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.312012035,44.9975895580001,24,Nov13,0084Nov13,2-Butanone (MEK),1.5,ug/m3,78-93-3,10000,ug/m3,HRV,,volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411
-93.312012035,44.9975895580001,25,Nov13,0084Nov13,Benzene,1.4,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411
-93.312012035,44.9975895580001,26,Nov13,0084Nov13,Cyclohexane,5.6,ug/m3,110-82-7,1050000,ug/m3,REL,,volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411
-93.312012035,44.9975895580001,27,Nov13,0084Nov13,Ethanol,5.9,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411
-93.312012035,44.9975895580001,28,Nov13,0084Nov13,Naphthalene,2.9,ug/m3,91-20-3,9,ug/m3,HRV,,volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411
-93.2724588089999,45.0177740780001,29,Nov13,0103Nov13,2-Butanone (MEK),4.7,ug/m3,78-93-3,10000,ug/m3,HRV,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418
-93.2724588089999,45.0177740780001,30,Nov13,0103Nov13,2-Propanol,0.84,ug/m3,67-63-0,980000,ug/m3,REL,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418
-93.2724588089999,45.0177740780001,31,Nov13,0103Nov13,Acetone,6.5,ug/m3,67-64-1,590000,ug/m3,REL,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418
-93.2724588089999,45.0177740780001,32,Nov13,0103Nov13,Benzene,0.93,ug/m3,71-43-2,1.3,ug/m3,HRV,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418
-93.2724588089999,45.0177740780001,33,Nov13,0103Nov13,Carbon disulfide,1.9,ug/m3,75-15-0,700,ug/m3,HRV,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418
-93.2724588089999,45.0177740780001,34,Nov13,0103Nov13,Chloromethane,0.58,ug/m3,74-87-3,206544,ug/m3,PEL,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418
-93.2724588089999,45.0177740780001,35,Nov13,0103Nov13,Dichlorodifluoromethane,2.2,ug/m3,75-71-8,4950000,ug/m3,REL,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418
-93.2724588089999,45.0177740780001,36,Nov13,0103Nov13,Ethanol,5.9,ug/m3,64-17-5,1900000,ug/m3,REL,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418
-93.2724588089999,45.0177740780001,37,Nov13,0103Nov13,Methylene Chloride,1.4,ug/m3,75-09-2,20,ug/m3,HRV,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418
-93.2724588089999,45.0177740780001,38,Nov13,0103Nov13,Naphthalene,1.7,ug/m3,91-20-3,9,ug/m3,HRV,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418
-93.2724588089999,45.0177740780001,39,Nov13,0103Nov13,Toluene,2,ug/m3,108-88-3,400,ug/m3,HRV,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,55418
-93.246088839,44.919459089,40,Nov13,0149Nov13,Acetone,3,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,4600 Longfellow Ave S,Minneapolis,MN,55407
-93.246088839,44.919459089,41,Nov13,0149Nov13,Benzene,1.2,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,4600 Longfellow Ave S,Minneapolis,MN,55407
-93.246088839,44.919459089,42,Nov13,0149Nov13,Chloromethane,0.99,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,4600 Longfellow Ave S,Minneapolis,MN,55407
-93.246088839,44.919459089,43,Nov13,0149Nov13,Dichlorodifluoromethane,2.8,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,4600 Longfellow Ave S,Minneapolis,MN,55407
-93.246088839,44.919459089,44,Nov13,0149Nov13,Ethanol,6.1,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,4600 Longfellow Ave S,Minneapolis,MN,55407
-93.246088839,44.919459089,45,Nov13,0149Nov13,Methylene Chloride,1.1,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,4600 Longfellow Ave S,Minneapolis,MN,55407
-93.246088839,44.919459089,46,Nov13,0149Nov13,n-Hexane,1.1,ug/m3,110-54-3,2000,ug/m3,HRV,,volunteer,4600 Longfellow Ave S,Minneapolis,MN,55407
-93.246088839,44.919459089,47,Nov13,0149Nov13,Toluene,2.7,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,4600 Longfellow Ave S,Minneapolis,MN,55407
-93.246088839,44.919459089,48,Nov13,0149Nov13,Trichlorofluoromethane,1.4,ug/m3,75-69-4,5600000,ug/m3,REL,,volunteer,4600 Longfellow Ave S,Minneapolis,MN,55407
-93.31879206,44.8985693720001,49,Nov13,0309Nov13,Acetone,2.5,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,5743 Xerxes Ave S,Minneapolis,MN,55410
-93.31879206,44.8985693720001,50,Nov13,0309Nov13,Benzene,0.82,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,5743 Xerxes Ave S,Minneapolis,MN,55410
-93.31879206,44.8985693720001,51,Nov13,0309Nov13,Chloromethane,0.63,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,5743 Xerxes Ave S,Minneapolis,MN,55410
-93.31879206,44.8985693720001,52,Nov13,0309Nov13,Dichlorodifluoromethane,2,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,5743 Xerxes Ave S,Minneapolis,MN,55410
-93.31879206,44.8985693720001,53,Nov13,0309Nov13,Ethanol,4.1,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,5743 Xerxes Ave S,Minneapolis,MN,55410
-93.31879206,44.8985693720001,54,Nov13,0309Nov13,Methylene Chloride,1.1,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,5743 Xerxes Ave S,Minneapolis,MN,55410
-93.31879206,44.8985693720001,55,Nov13,0309Nov13,Toluene,1.8,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,5743 Xerxes Ave S,Minneapolis,MN,55410
-93.2320989849999,44.9931486630001,56,Nov13,0349Nov13,2-Butanone (MEK),1.5,ug/m3,78-93-3,10000,ug/m3,HRV,,volunteer,1177 14th Ave SE,Minneapolis,MN,55414
-93.2320989849999,44.9931486630001,57,Nov13,0349Nov13,Acetone,5.2,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,1177 14th Ave SE,Minneapolis,MN,55414
-93.2320989849999,44.9931486630001,58,Nov13,0349Nov13,Benzene,1.1,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,1177 14th Ave SE,Minneapolis,MN,55414
-93.2320989849999,44.9931486630001,59,Nov13,0349Nov13,Chloromethane,0.85,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,1177 14th Ave SE,Minneapolis,MN,55414
-93.2320989849999,44.9931486630001,60,Nov13,0349Nov13,Dichlorodifluoromethane,3.2,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,1177 14th Ave SE,Minneapolis,MN,55414
-93.2320989849999,44.9931486630001,61,Nov13,0349Nov13,Ethanol,11.9,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,1177 14th Ave SE,Minneapolis,MN,55414
-93.2320989849999,44.9931486630001,62,Nov13,0349Nov13,Methylene Chloride,1.4,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,1177 14th Ave SE,Minneapolis,MN,55414
-93.2320989849999,44.9931486630001,63,Nov13,0349Nov13,n-Hexane,1.2,ug/m3,110-54-3,2000,ug/m3,HRV,,volunteer,1177 14th Ave SE,Minneapolis,MN,55414
-93.2320989849999,44.9931486630001,64,Nov13,0349Nov13,Toluene,2.6,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,1177 14th Ave SE,Minneapolis,MN,55414
-93.2320989849999,44.9931486630001,65,Nov13,0349Nov13,Trichlorofluoromethane,1.8,ug/m3,75-69-4,5600000,ug/m3,REL,,volunteer,1177 14th Ave SE,Minneapolis,MN,55414
-93.248130682,44.98667284,66,Nov13,0446Nov13,2-Butanone (MEK),1.3,ug/m3,78-93-3,10000,ug/m3,HRV,,volunteer,422 5th St SE,Minneapolis,MN,55414
-93.248130682,44.98667284,67,Nov13,0446Nov13,Acetone,4.4,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,422 5th St SE,Minneapolis,MN,55414
-93.248130682,44.98667284,68,Nov13,0446Nov13,Benzene,0.96,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,422 5th St SE,Minneapolis,MN,55414
-93.248130682,44.98667284,69,Nov13,0446Nov13,Chloromethane,1,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,422 5th St SE,Minneapolis,MN,55414
-93.248130682,44.98667284,70,Nov13,0446Nov13,Cyclohexane,8.5,ug/m3,110-82-7,1050000,ug/m3,REL,,volunteer,422 5th St SE,Minneapolis,MN,55414
-93.248130682,44.98667284,71,Nov13,0446Nov13,Dichlorodifluoromethane,2.9,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,422 5th St SE,Minneapolis,MN,55414
-93.248130682,44.98667284,72,Nov13,0446Nov13,Ethanol,23.9,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,422 5th St SE,Minneapolis,MN,55414
-93.248130682,44.98667284,73,Nov13,0446Nov13,Methylene Chloride,4.3,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,422 5th St SE,Minneapolis,MN,55414
-93.248130682,44.98667284,74,Nov13,0446Nov13,n-Heptane,5.3,ug/m3,142-82-5,350000,ug/m3,REL,,volunteer,422 5th St SE,Minneapolis,MN,55414
-93.248130682,44.98667284,75,Nov13,0446Nov13,n-Hexane,5.5,ug/m3,110-54-3,2000,ug/m3,HRV,,volunteer,422 5th St SE,Minneapolis,MN,55414
-93.248130682,44.98667284,76,Nov13,0446Nov13,Toluene,2.6,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,422 5th St SE,Minneapolis,MN,55414
-93.248130682,44.98667284,77,Nov13,0446Nov13,Trichlorofluoromethane,1.7,ug/m3,75-69-4,5600000,ug/m3,REL,,volunteer,422 5th St SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,78,Nov13,0490Nov13,Cyclohexane,1.7,ug/m3,110-82-7,1050000,ug/m3,REL,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,79,Nov13,0490Nov13,Dichlorodifluoromethane,2.5,ug/m3,75-71-8,4950000,ug/m3,REL,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,80,Nov13,0490Nov13,Ethanol,19.2,ug/m3,64-17-5,1900000,ug/m3,REL,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2119547949999,44.9845238340001,81,Nov13,0490Nov13,Trichloroethene,1.4,ug/m3,79-01-6,3,ug/m3,HRV,Kohl & Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.2548294329999,44.9651301330001,82,Nov13,0504Nov13,2-Propanol,3,ug/m3,67-63-0,980000,ug/m3,REL,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.2548294329999,44.9651301330001,83,Nov13,0504Nov13,Acetone,4.2,ug/m3,67-64-1,590000,ug/m3,REL,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.2548294329999,44.9651301330001,84,Nov13,0504Nov13,Benzene,0.8,ug/m3,71-43-2,1.3,ug/m3,HRV,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.2548294329999,44.9651301330001,85,Nov13,0504Nov13,Chloromethane,0.85,ug/m3,74-87-3,206544,ug/m3,PEL,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.2548294329999,44.9651301330001,86,Nov13,0504Nov13,Dichlorodifluoromethane,2.4,ug/m3,75-71-8,4950000,ug/m3,REL,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.2548294329999,44.9651301330001,87,Nov13,0504Nov13,Ethanol,6.4,ug/m3,64-17-5,1900000,ug/m3,REL,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.2548294329999,44.9651301330001,88,Nov13,0504Nov13,Methylene Chloride,0.97,ug/m3,75-09-2,20,ug/m3,HRV,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.2548294329999,44.9651301330001,89,Nov13,0504Nov13,Toluene,2.1,ug/m3,108-88-3,400,ug/m3,HRV,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.315230357,45.0439124390001,90,Nov13,0592Nov13,2-Butanone (MEK),0.84,ug/m3,78-93-3,10000,ug/m3,HRV,Pinta Foamtec NE Corner,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357,45.0439124390001,91,Nov13,0592Nov13,4-Methyl-2-pentanone (MIBK),38.3,ug/m3,108-10-1,205000,ug/m3,REL,Pinta Foamtec NE Corner,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357,45.0439124390001,92,Nov13,0592Nov13,Acetone,55.5,ug/m3,67-64-1,590000,ug/m3,REL,Pinta Foamtec NE Corner,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357,45.0439124390001,93,Nov13,0592Nov13,Benzene,0.6,ug/m3,71-43-2,1.3,ug/m3,HRV,Pinta Foamtec NE Corner,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357,45.0439124390001,94,Nov13,0592Nov13,Chloromethane,0.62,ug/m3,74-87-3,206544,ug/m3,PEL,Pinta Foamtec NE Corner,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357,45.0439124390001,95,Nov13,0592Nov13,Dichlorodifluoromethane,2,ug/m3,75-71-8,4950000,ug/m3,REL,Pinta Foamtec NE Corner,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357,45.0439124390001,96,Nov13,0592Nov13,Ethanol,5.2,ug/m3,64-17-5,1900000,ug/m3,REL,Pinta Foamtec NE Corner,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357,45.0439124390001,97,Nov13,0592Nov13,Methylene Chloride,1.1,ug/m3,75-09-2,20,ug/m3,HRV,Pinta Foamtec NE Corner,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357,45.0439124390001,98,Nov13,0592Nov13,n-Heptane,27.1,ug/m3,142-82-5,350000,ug/m3,REL,Pinta Foamtec NE Corner,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357,45.0439124390001,99,Nov13,0592Nov13,Toluene,1.8,ug/m3,108-88-3,400,ug/m3,HRV,Pinta Foamtec NE Corner,business,2601 49th Ave N,Minneapolis,MN,55430
-93.300076605,45.0043631300001,100,Nov13,0593Nov13,Acetone,4.3,ug/m3,67-64-1,590000,ug/m3,REL,Glen Gale Park co-located,MPRB,2466 Ilion Ave N,Minneapolis,MN,55401
-93.300076605,45.0043631300001,101,Nov13,0593Nov13,Dichlorodifluoromethane,2.6,ug/m3,75-71-8,4950000,ug/m3,REL,Glen Gale Park co-located,MPRB,2466 Ilion Ave N,Minneapolis,MN,55401
-93.300076605,45.0043631300001,102,Nov13,0593Nov13,Ethanol,7.4,ug/m3,64-17-5,1900000,ug/m3,REL,Glen Gale Park co-located,MPRB,2466 Ilion Ave N,Minneapolis,MN,55401
-93.300076605,45.0043631300001,103,Nov13,0593Nov13,Methylene Chloride,33.7,ug/m3,75-09-2,20,ug/m3,HRV,Glen Gale Park co-located,MPRB,2466 Ilion Ave N,Minneapolis,MN,55401
-93.300076605,45.0043631300001,104,Nov13,0593Nov13,n-Hexane,2,ug/m3,110-54-3,2000,ug/m3,HRV,Glen Gale Park co-located,MPRB,2466 Ilion Ave N,Minneapolis,MN,55401
-93.300076605,45.0043631300001,105,Nov13,0593Nov13,Toluene,2.9,ug/m3,108-88-3,400,ug/m3,HRV,Glen Gale Park co-located,MPRB,2466 Ilion Ave N,Minneapolis,MN,55401
-93.2687104359999,44.9688816080001,106,Nov13,0636Nov13,"1,2,4-Trimethylbenzene",2,ug/m3,95-63-6,125000,ug/m3,REL,,volunteer,501 14th St E,Minneapolis,MN,55404
-93.2687104359999,44.9688816080001,107,Nov13,0636Nov13,2-Propanol,1,ug/m3,67-63-0,980000,ug/m3,REL,,volunteer,501 14th St E,Minneapolis,MN,55404
-93.2687104359999,44.9688816080001,108,Nov13,0636Nov13,Acetone,5.5,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,501 14th St E,Minneapolis,MN,55404
-93.2687104359999,44.9688816080001,109,Nov13,0636Nov13,Chloromethane,1,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,501 14th St E,Minneapolis,MN,55404
-93.2687104359999,44.9688816080001,110,Nov13,0636Nov13,Dichlorodifluoromethane,2.5,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,501 14th St E,Minneapolis,MN,55404
-93.2687104359999,44.9688816080001,111,Nov13,0636Nov13,Ethanol,12,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,501 14th St E,Minneapolis,MN,55404
-93.2687104359999,44.9688816080001,112,Nov13,0636Nov13,Methylene Chloride,2.8,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,501 14th St E,Minneapolis,MN,55404
-93.2687104359999,44.9688816080001,113,Nov13,0636Nov13,Naphthalene,2.4,ug/m3,91-20-3,9,ug/m3,HRV,,volunteer,501 14th St E,Minneapolis,MN,55404
-93.2687104359999,44.9688816080001,114,Nov13,0636Nov13,n-Hexane,1.6,ug/m3,110-54-3,2000,ug/m3,HRV,,volunteer,501 14th St E,Minneapolis,MN,55404
-93.2687104359999,44.9688816080001,115,Nov13,0636Nov13,Toluene,4,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,501 14th St E,Minneapolis,MN,55404
-93.301871955,45.0170492930001,116,Nov13,0638Nov13,Acetone,2.9,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955,45.0170492930001,117,Nov13,0638Nov13,Chloromethane,0.75,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955,45.0170492930001,118,Nov13,0638Nov13,Dichlorodifluoromethane,2.5,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955,45.0170492930001,119,Nov13,0638Nov13,Ethanol,6.4,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955,45.0170492930001,120,Nov13,0638Nov13,Methylene Chloride,7.8,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955,45.0170492930001,121,Nov13,0638Nov13,Toluene,1.6,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.216629602,44.9290299410001,122,Nov13,0657Nov13,Acetone,3,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,4050 39th Ave S,Minneapolis,MN,55406
-93.216629602,44.9290299410001,123,Nov13,0657Nov13,Benzene,0.96,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,4050 39th Ave S,Minneapolis,MN,55406
-93.216629602,44.9290299410001,124,Nov13,0657Nov13,Chloromethane,0.83,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,4050 39th Ave S,Minneapolis,MN,55406
-93.216629602,44.9290299410001,125,Nov13,0657Nov13,Dichlorodifluoromethane,2.3,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,4050 39th Ave S,Minneapolis,MN,55406
-93.216629602,44.9290299410001,126,Nov13,0657Nov13,Ethanol,6.2,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,4050 39th Ave S,Minneapolis,MN,55406
-93.216629602,44.9290299410001,127,Nov13,0657Nov13,Methylene Chloride,0.9,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,4050 39th Ave S,Minneapolis,MN,55406
-93.216629602,44.9290299410001,128,Nov13,0657Nov13,Toluene,2.3,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,4050 39th Ave S,Minneapolis,MN,55406
-93.246031225,45.021949948,129,Nov13,0710Nov13,2-Butanone (MEK),3.5,ug/m3,78-93-3,10000,ug/m3,HRV,,volunteer,2955 Tyler St NE,Minneapolis,MN,55418
-93.246031225,45.021949948,130,Nov13,0710Nov13,2-Propanol,7.3,ug/m3,67-63-0,980000,ug/m3,REL,,volunteer,2955 Tyler St NE,Minneapolis,MN,55418
-93.246031225,45.021949948,131,Nov13,0710Nov13,Acetone,34.9,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,2955 Tyler St NE,Minneapolis,MN,55418
-93.246031225,45.021949948,132,Nov13,0710Nov13,Chloroform,5.6,ug/m3,67-66-3,150,ug/m3,HRV,,volunteer,2955 Tyler St NE,Minneapolis,MN,55418
-93.246031225,45.021949948,133,Nov13,0710Nov13,Chloromethane,2.8,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,2955 Tyler St NE,Minneapolis,MN,55418
-93.246031225,45.021949948,134,Nov13,0710Nov13,Cyclohexane,5.3,ug/m3,110-82-7,1050000,ug/m3,REL,,volunteer,2955 Tyler St NE,Minneapolis,MN,55418
-93.246031225,45.021949948,135,Nov13,0710Nov13,Ethanol,266,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,2955 Tyler St NE,Minneapolis,MN,55418
-93.246031225,45.021949948,136,Nov13,0710Nov13,Methylene Chloride,5.1,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,2955 Tyler St NE,Minneapolis,MN,55418
-93.246031225,45.021949948,137,Nov13,0710Nov13,Toluene,41.4,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,2955 Tyler St NE,Minneapolis,MN,55418
-93.2119547949999,44.9845238340001,138,Nov13,0798Nov13,2-Butanone (MEK),2.3,ug/m3,78-93-3,10000,ug/m3,HRV,Kohl & Madden Printing Inc Corp NE,business,782 29th Ave SE,Minneapolis,MN,55414
