X,Y,inci_no,descript,alm_date,alm_time,station,number,street,st_type,st_suffix,addr_2,apt_room,xst_prefix,xstreet,xst_type,xst_suffix,latitude,longitude,inci_type,clr_date,clr_time,alarms,complete,LastUpdateDate,StartDate,EndDate,OBJECTID
-93.2816227571713,44.9876959936562,22-0002790,Dumpster or other outside trash receptacle fire   ,2022/01/18 00:00:00+00,08:01:36,04 ,900     ,4                        ,ST  ,N ,                                        ,               ,  ,                         ,    ,  ,44.987688,-93.281615,154 ,2022/01/18 00:00:00+00,08:26:00,1,1,2022/01/19 18:30:41+00,2022/01/18 08:01:36+00,2022/01/18 08:26:00+00,66
-93.2830847501895,44.9340849857413,22-0009943,Building fire                                     ,2022/03/09 00:00:00+00,03:42:10,17 ,3801    ,PLEASANT                 ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.934077,-93.283077,111 ,2022/03/09 00:00:00+00,08:46:15,1,1,2022/03/12 18:30:41+00,2022/03/09 03:42:10+00,2022/03/09 08:46:15+00,67
-93.2778107518886,44.957326989497,22-0010233,Building fire                                     ,2022/03/11 00:00:00+00,10:40:10,08 ,6       ,25                       ,ST  ,E ,                                        ,6              ,  ,                         ,    ,  ,44.957319,-93.277803,111 ,2022/03/11 00:00:00+00,10:58:35,1,1,2022/03/12 18:30:41+00,2022/03/11 10:40:10+00,2022/03/11 10:58:35+00,68
-93.2961567558899,44.948374986916,22-0010261,"Excessive heat, scorch burns with no ignition     ",2022/03/11 00:00:00+00,12:54:45,08 ,1331    ,Lake                     ,ST  ,W ,                                        ,               ,  ,                         ,    ,  ,44.948367,-93.296149,251 ,2022/03/11 00:00:00+00,13:17:41,1,1,2022/03/12 18:30:41+00,2022/03/11 12:54:45+00,2022/03/11 13:17:41+00,69
-93.277859752024,44.9582069896219,22-0010262,"Outside rubbish, trash or waste fire              ",2022/03/11 00:00:00+00,13:03:54,08 ,2451    ,Nicollet                 ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.958199,-93.277852,151 ,2022/03/11 00:00:00+00,13:17:41,1,1,2022/03/12 18:30:41+00,2022/03/11 13:03:54+00,2022/03/11 13:17:41+00,70
-93.2579227476826,44.9679949924353,22-0010298,"Cooking fire, confined to container               ",2022/03/11 00:00:00+00,17:35:11,01 ,1110    ,15                       ,ST  ,E ,                                        ,224            ,  ,                         ,    ,  ,44.967987,-93.257915,113 ,2022/03/11 00:00:00+00,18:23:03,1,1,2022/03/12 18:30:41+00,2022/03/11 17:35:11+00,2022/03/11 18:23:03+00,71
-93.2944407558013,44.9512829874593,22-0010308,Building fire                                     ,2022/03/11 00:00:00+00,18:55:28,08 ,2835    ,Emerson                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.951275,-93.294433,111 ,2022/03/11 00:00:00+00,20:03:43,1,1,2022/03/12 18:30:41+00,2022/03/11 18:55:28+00,2022/03/11 20:03:43+00,72
-93.3117197729261,45.0393829990771,22-0011306,Building fire                                     ,2022/03/19 00:00:00+00,04:10:14,20 ,4652    ,RUSSELL                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.039375,-93.311712,111 ,2022/03/19 00:00:00+00,05:20:56,1,1,2022/04/08 18:30:40+00,2022/03/19 04:10:14+00,2022/03/19 05:20:56+00,73
-93.3042357714205,45.0439340002606,22-0011552,"Incinerator overload or malfunction, fire confined",2022/03/20 00:00:00+00,22:32:14,20 ,1901    ,49                       ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.043926,-93.304228,115 ,2022/03/21 00:00:00+00,00:29:19,1,1,2022/04/08 18:30:40+00,2022/03/20 22:32:14+00,2022/03/21 00:29:19+00,74
-93.2537167447622,44.9555309909106,22-0013751,Dumpster or other outside trash receptacle fire   ,2022/04/07 00:00:00+00,05:33:46,05 ,2601    ,15                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.955523,-93.253709,154 ,2022/04/07 00:00:00+00,05:47:44,1,1,2022/04/08 18:30:40+00,2022/04/07 05:33:46+00,2022/04/07 05:47:44+00,75
-93.2844417482055,44.9168649831346,22-0013781,Building fire                                     ,2022/04/07 00:00:00+00,09:59:30,27 ,4750    ,Grand                    ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.916857,-93.284434,111 ,2022/04/07 00:00:00+00,13:21:48,1,0,2022/04/08 18:30:40+00,2022/04/07 09:59:30+00,2022/04/07 13:21:48+00,76
-93.212766729111,44.9267909895607,22-0008850,Building fire                                     ,2022/03/01 00:00:00+00,19:29:22,21 ,4212    ,42                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.926783,-93.212759,111 ,2022/03/01 00:00:00+00,22:31:49,1,1,2022/03/10 18:30:42+00,2022/03/01 19:29:22+00,2022/03/01 22:31:49+00,77
-93.2472677442032,44.9648299927148,22-0009901,"Outside rubbish, trash or waste fire              ",2022/03/08 00:00:00+00,20:12:45,07 ,815     ,Cedar                    ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.964822,-93.24726,151 ,2022/03/08 00:00:00+00,20:24:05,1,1,2022/03/10 18:30:42+00,2022/03/08 20:12:45+00,2022/03/08 20:24:05+00,78
-93.2850247559211,44.971619991078,22-0002490,"Outside rubbish, trash or waste fire              ",2022/01/15 00:00:00+00,23:42:27,06 ,1610    ,Harmon                   ,PL  ,  ,                                        ,               ,  ,                         ,    ,  ,44.971612,-93.285017,151 ,2022/01/15 00:00:00+00,23:50:14,1,1,2022/01/17 18:30:36+00,2022/01/15 23:42:27+00,2022/01/15 23:50:14+00,79
-93.3069907683026,45.0157839959763,22-0002516,"Cooking fire, confined to container               ",2022/01/16 00:00:00+00,04:26:57,14 ,3341    ,Oliver                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.015776,-93.306983,113 ,2022/01/16 00:00:00+00,04:34:17,1,1,2022/01/17 18:30:36+00,2022/01/16 04:26:57+00,2022/01/16 04:34:17+00,80
-93.2524747440965,44.9532749906679,22-0002588,"Cooking fire, confined to container               ",2022/01/16 00:00:00+00,16:45:46,05 ,2726    ,Bloomington              ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.953267,-93.252467,113 ,2022/01/16 00:00:00+00,16:55:31,1,1,2022/01/17 18:30:36+00,2022/01/16 16:45:46+00,2022/01/16 16:55:31+00,81
-93.2349327316162,44.898966983958,22-0009474,Building fire                                     ,2022/03/05 00:00:00+00,19:17:55,12 ,5749    ,26                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.898959,-93.234925,111 ,2022/03/05 00:00:00+00,23:05:17,1,1,2022/03/08 18:30:41+00,2022/03/05 19:17:55+00,2022/03/05 23:05:17+00,82
-93.2114847302246,44.9375479912205,22-0009584,Building fire                                     ,2022/03/06 00:00:00+00,14:50:42,21 ,3616    ,43                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.93754,-93.211477,111 ,2022/03/06 00:00:00+00,15:59:32,1,1,2022/03/08 18:30:41+00,2022/03/06 14:50:42+00,2022/03/06 15:59:32+00,83
-93.3079137717456,45.0387089992447,22-0009709,Building fire                                     ,2022/03/07 00:00:00+00,11:22:04,20 ,4621    ,Oliver                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.038701,-93.307906,111 ,2022/03/07 00:00:00+00,13:48:51,1,1,2022/03/08 18:30:41+00,2022/03/07 11:22:04+00,2022/03/07 13:48:51+00,84
-93.2498927491352,44.9951159969456,22-0009720,"Outside rubbish, trash or waste fire              ",2022/03/07 00:00:00+00,12:43:44,11 ,601     ,Jackson                  ,ST  ,NE,                                        ,102            ,  ,                         ,    ,  ,44.995108,-93.249885,151 ,2022/03/07 00:00:00+00,12:56:02,1,1,2022/03/08 18:30:41+00,2022/03/07 12:43:44+00,2022/03/07 12:56:02+00,85
-93.206471727641,44.9291749903457,22-0009782,Passenger vehicle fire                            ,2022/03/07 00:00:00+00,21:01:31,21 ,        ,Northrop                 ,DR  ,  ,                                        ,               ,  ,Morrill                  ,LN  ,  ,44.929167,-93.206464,131 ,2022/03/07 00:00:00+00,22:11:04,1,1,2022/03/08 18:30:41+00,2022/03/07 21:01:31+00,2022/03/07 22:11:04+00,86
-93.2322667321273,44.9082279854961,22-0010922,Passenger vehicle fire                            ,2022/03/16 00:00:00+00,03:03:09,12 ,5240    ,28                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.90822,-93.232259,131 ,2022/03/16 00:00:00+00,05:21:05,1,1,2022/03/18 18:30:39+00,2022/03/16 03:03:09+00,2022/03/16 05:21:05+00,87
-93.2760907543496,44.9787079927323,22-0010931,"Excessive heat, scorch burns with no ignition     ",2022/03/16 00:00:00+00,04:11:15,16 ,706     ,1                        ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.9787,-93.276083,251 ,2022/03/16 00:00:00+00,04:46:09,1,1,2022/03/18 18:30:39+00,2022/03/16 04:11:15+00,2022/03/16 04:46:09+00,88
-93.298175759095,44.9674209895509,22-0011044,"Outside rubbish, trash or waste fire              ",2022/03/17 00:00:00+00,05:17:28,06 ,1708    ,Humboldt                 ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.967413,-93.298168,151 ,2022/03/17 00:00:00+00,05:27:54,1,1,2022/03/18 18:30:39+00,2022/03/17 05:17:28+00,2022/03/17 05:27:54+00,89
-93.306969767582,45.0106269952277,22-0011075,"Cooking fire, confined to container               ",2022/03/17 00:00:00+00,10:55:32,14 ,2955    ,Oliver                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.010619,-93.306962,113 ,2022/03/17 00:00:00+00,11:06:29,1,1,2022/03/18 18:30:39+00,2022/03/17 10:55:32+00,2022/03/17 11:06:29+00,90
-93.2983407566235,44.9491749868807,22-0011106,Dumpster or other outside trash receptacle fire   ,2022/03/17 00:00:00+00,14:52:24,22 ,2929    ,Hennepin                 ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.949167,-93.298333,154 ,2022/03/17 00:00:00+00,15:04:27,1,1,2022/03/18 18:30:39+00,2022/03/17 14:52:24+00,2022/03/17 15:04:27+00,91
-93.2661727555376,45.0077829976565,22-0011115,Building fire                                     ,2022/03/17 00:00:00+00,16:13:12,02 ,1929    ,2                        ,ST  ,NE,                                        ,112            ,  ,                         ,    ,  ,45.007775,-93.266165,111 ,2022/03/17 00:00:00+00,16:45:20,1,1,2022/03/18 18:30:39+00,2022/03/17 16:13:12+00,2022/03/17 16:45:20+00,92
-93.2703457521672,44.9747839925604,22-0005773,"Outside rubbish, trash or waste fire              ",2022/02/08 00:00:00+00,11:54:46,06 ,        ,2                        ,AVE ,S ,                                        ,               ,S ,8                        ,ST  ,  ,44.974776,-93.270338,151 ,2022/02/08 00:00:00+00,11:56:56,1,1,2022/02/09 18:30:45+00,2022/02/08 11:54:46+00,2022/02/08 11:56:56+00,93
-93.3148357724482,45.0295269974273,22-0005802,Dumpster or other outside trash receptacle fire   ,2022/02/08 00:00:00+00,16:08:41,14 ,        ,41                       ,AVE ,N ,                                        ,               ,N ,Upton                    ,AVE ,  ,45.029519,-93.314828,154 ,2022/02/08 00:00:00+00,16:26:07,1,1,2022/02/09 18:30:45+00,2022/02/08 16:08:41+00,2022/02/08 16:26:07+00,94
-93.2485767385904,44.9213729862837,22-0006030,"Cooking fire, confined to container               ",2022/02/10 00:00:00+00,07:34:20,17 ,4508    ,18                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.921365,-93.248569,113 ,2022/02/10 00:00:00+00,07:57:24,1,1,2022/02/11 18:30:37+00,2022/02/10 07:34:20+00,2022/02/10 07:57:24+00,95
-93.2302857421758,44.9852859968775,22-0009314,"Outside rubbish, trash or waste fire              ",2022/03/04 00:00:00+00,19:15:43,19 ,901     ,15                       ,AVE ,SE,                                        ,               ,  ,                         ,    ,  ,44.985278,-93.230278,151 ,2022/03/04 00:00:00+00,19:23:52,1,1,2022/03/06 18:30:42+00,2022/03/04 19:15:43+00,2022/03/04 19:23:52+00,96
-93.2349327316162,44.898966983958,22-0009349,Building fire                                     ,2022/03/05 00:00:00+00,00:26:25,12 ,5749    ,26                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.898959,-93.234925,111 ,2022/03/05 00:00:00+00,02:45:43,1,1,2022/03/06 18:30:42+00,2022/03/05 00:26:25+00,2022/03/05 02:45:43+00,97
-93.2349327316162,44.898966983958,22-0009474,Building fire                                     ,2022/03/05 00:00:00+00,19:17:55,12 ,5749    ,26                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.898959,-93.234925,111 ,2022/03/05 00:00:00+00,23:05:17,1,1,2022/03/06 18:30:42+00,2022/03/05 19:17:55+00,2022/03/05 23:05:17+00,98
-93.3120647672785,44.9979319930257,22-0010909,Building fire                                     ,2022/03/16 00:00:00+00,01:23:21,14 ,1804    ,Sheridan                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.997924,-93.312057,111 ,2022/03/16 00:00:00+00,04:11:18,1,1,2022/04/08 18:30:40+00,2022/03/16 01:23:21+00,2022/03/16 04:11:18+00,99
-93.3120647672785,44.9979319930257,22-0010909,Building fire                                     ,2022/03/16 00:00:00+00,01:23:21,14 ,1804    ,Sheridan                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.997924,-93.312057,111 ,2022/03/16 00:00:00+00,04:11:18,1,1,2022/04/08 18:30:40+00,2022/03/16 01:23:21+00,2022/03/16 04:11:18+00,100
-93.3120647672785,44.9979319930257,22-0010909,Building fire                                     ,2022/03/16 00:00:00+00,01:23:21,14 ,1804    ,Sheridan                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.997924,-93.312057,111 ,2022/03/16 00:00:00+00,04:11:18,1,1,2022/04/08 18:30:40+00,2022/03/16 01:23:21+00,2022/03/16 04:11:18+00,101
-93.3120647672785,44.9979319930257,22-0010909,Building fire                                     ,2022/03/16 00:00:00+00,01:23:21,14 ,1804    ,Sheridan                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.997924,-93.312057,111 ,2022/03/16 00:00:00+00,04:11:18,1,1,2022/04/08 18:30:40+00,2022/03/16 01:23:21+00,2022/03/16 04:11:18+00,102
-93.2818627546817,44.9691819909428,22-0011442,Fires in structure other than in a building       ,2022/03/20 00:00:00+00,03:15:45,06 ,1382    ,Willow                   ,ST  ,  ,                                        ,               ,  ,                         ,    ,  ,44.969174,-93.281855,112 ,2022/03/20 00:00:00+00,04:25:28,1,1,2022/03/25 18:30:38+00,2022/03/20 03:15:45+00,2022/03/20 04:25:28+00,103
-93.2829267539322,44.9615529897571,22-0011538,"Cooking fire, confined to container               ",2022/03/20 00:00:00+00,20:24:16,06 ,2127    ,Pleasant                 ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.961545,-93.282919,113 ,2022/03/20 00:00:00+00,20:44:24,1,1,2022/03/25 18:30:38+00,2022/03/20 20:24:16+00,2022/03/20 20:44:24+00,104
-93.1941747191317,44.8927859858804,22-0012031,"Special outside fire, Other                       ",2022/03/24 00:00:00+00,21:35:50,   ,100     ,Federal                  ,DR  ,  ,                                        ,               ,  ,                         ,    ,  ,44.892778,-93.194167,160 ,2022/03/24 00:00:00+00,21:56:29,1,1,2022/03/26 18:30:36+00,2022/03/24 21:35:50+00,2022/03/24 21:56:29+00,105
-93.290635754545,44.9500479875439,22-0012056,"Cooking fire, confined to container               ",2022/03/25 00:00:00+00,02:46:20,08 ,2900    ,Bryant                   ,AVE ,S ,                                        ,201            ,  ,                         ,    ,  ,44.95004,-93.290628,113 ,2022/03/25 00:00:00+00,03:05:35,1,1,2022/03/25 18:30:38+00,2022/03/25 02:46:20+00,2022/03/25 03:05:35+00,106
-93.2820567571153,44.9863939934364,22-0004722,"Trash or rubbish fire, contained                  ",2022/02/01 00:00:00+00,05:46:03,04 ,813     ,5                        ,ST  ,N ,                                        ,524            ,  ,                         ,    ,  ,44.986386,-93.282049,118 ,2022/02/01 00:00:00+00,07:08:10,1,1,2022/02/07 18:30:45+00,2022/02/01 05:46:03+00,2022/02/01 07:08:10+00,107
-93.2486897422823,44.9479529901548,22-0005339,Building fire                                     ,2022/02/05 00:00:00+00,07:02:26,05 ,3023    ,18                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.947945,-93.248682,111 ,2022/02/05 00:00:00+00,09:35:01,1,1,2022/02/07 18:30:45+00,2022/02/05 07:02:26+00,2022/02/05 09:35:01+00,108
-93.2795327541117,44.9698709912053,22-0005506,Dumpster or other outside trash receptacle fire   ,2022/02/06 00:00:00+00,15:35:41,06 ,113     ,GRANT                    ,ST  ,W ,                                        ,               ,  ,                         ,    ,  ,44.969863,-93.279525,154 ,2022/02/06 00:00:00+00,15:53:21,1,1,2022/02/07 18:30:45+00,2022/02/06 15:35:41+00,2022/02/06 15:53:21+00,109
-93.2804737435859,44.891500979707,22-0005535,Building fire                                     ,2022/02/06 00:00:00+00,19:30:03,27 ,37      ,Wentworth                ,CT  ,E ,                                        ,               ,  ,                         ,    ,  ,44.891493,-93.280466,111 ,2022/02/06 00:00:00+00,19:45:42,1,1,2022/02/07 18:30:45+00,2022/02/06 19:30:03+00,2022/02/06 19:45:42+00,110
-93.2778707518055,44.9565999893869,22-0002261,Dumpster or other outside trash receptacle fire   ,2022/01/14 00:00:00+00,13:10:31,08 ,2540    ,NICOLLET                 ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.956592,-93.277863,154 ,2022/01/14 00:00:00+00,13:18:44,1,1,2022/01/15 18:30:44+00,2022/01/14 13:10:31+00,2022/01/14 13:18:44+00,111
-93.2306767461483,45.0132180009193,22-0002262,"Cooking fire, confined to container               ",2022/01/14 00:00:00+00,13:12:24,15 ,2105    ,Lowry                    ,AVE ,NE,                                        ,               ,  ,                         ,    ,  ,45.01321,-93.230669,113 ,2022/01/14 00:00:00+00,13:28:06,1,1,2022/01/15 18:30:44+00,2022/01/14 13:12:24+00,2022/01/14 13:28:06+00,112
-93.2776287533197,44.9680719910756,22-0002298,"Cooking fire, confined to container               ",2022/01/14 00:00:00+00,17:02:08,06 ,16      ,15                       ,ST  ,E ,                                        ,19             ,  ,                         ,    ,  ,44.968064,-93.277621,113 ,2022/01/14 00:00:00+00,17:09:55,1,1,2022/01/15 18:30:44+00,2022/01/14 17:02:08+00,2022/01/14 17:09:55+00,113
-93.2662017563626,45.0136829985132,22-0008964,Building fire                                     ,2022/03/02 00:00:00+00,14:26:30,02 ,2525    ,2                        ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,45.013675,-93.266194,111 ,2022/03/02 00:00:00+00,17:39:19,1,1,2022/03/04 18:30:39+00,2022/03/02 14:26:30+00,2022/03/02 17:39:19+00,114
-93.2717397578738,45.0131719980531,22-0008996,Passenger vehicle fire                            ,2022/03/02 00:00:00+00,18:33:49,02 ,20      ,Lowry                    ,AVE ,NE,                                        ,               ,  ,                         ,    ,  ,45.013164,-93.271732,131 ,2022/03/02 00:00:00+00,19:49:57,1,1,2022/03/04 18:30:39+00,2022/03/02 18:33:49+00,2022/03/02 19:49:57+00,115
-93.2994127636367,44.9977159938759,22-0009127,"Outside rubbish, trash or waste fire              ",2022/03/03 00:00:00+00,16:35:26,04 ,1823    ,Irving                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.997708,-93.299405,151 ,2022/03/03 00:00:00+00,16:51:22,1,1,2022/03/04 18:30:39+00,2022/03/03 16:35:26+00,2022/03/03 16:51:22+00,116
-93.2145377285664,44.9191509883219,22-0009134,"Outside rubbish, trash or waste fire              ",2022/03/03 00:00:00+00,17:13:41,21 ,4632    ,MINNEHAHA                ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.919143,-93.21453,151 ,2022/03/03 00:00:00+00,17:31:17,1,1,2022/03/04 18:30:39+00,2022/03/03 17:13:41+00,2022/03/03 17:31:17+00,117
-93.2633737579797,45.0311890012572,22-0000922,Passenger vehicle fire                            ,2022/01/06 00:00:00+00,11:20:05,02 ,0       ,UNIVERSITY AV NE TO 35   ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,45.031181,-93.263366,131 ,2022/01/06 00:00:00+00,12:17:54,1,1,2022/01/07 18:30:42+00,2022/01/06 11:20:05+00,2022/01/06 12:17:54+00,118
-93.2690307481453,44.9483579888,22-0010811,Fires in structure other than in a building       ,2022/03/15 00:00:00+00,13:07:53,08 ,        ,5                        ,AVE ,S ,                                        ,               ,E ,Lake                     ,ST  ,  ,44.94835,-93.269023,112 ,2022/03/15 00:00:00+00,13:37:00,1,1,2022/03/22 18:30:41+00,2022/03/15 13:07:53+00,2022/03/15 13:37:00+00,119
-93.2752857522662,44.9652859908327,22-0010897,"Outside rubbish, trash or waste fire              ",2022/03/15 00:00:00+00,23:24:43,06 ,1801    ,Stevens                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.965278,-93.275278,151 ,2022/03/15 00:00:00+00,23:37:14,1,1,2022/03/22 18:30:41+00,2022/03/15 23:24:43+00,2022/03/15 23:37:14+00,120
-93.2241467437828,45.009608000848,22-0011631,Building fire                                     ,2022/03/21 00:00:00+00,13:43:06,15 ,2532    ,22                       ,AVE ,NE,                                        ,               ,  ,                         ,    ,  ,45.0096,-93.224139,111 ,2022/03/21 00:00:00+00,15:10:36,1,1,2022/03/24 18:30:37+00,2022/03/21 13:43:06+00,2022/03/21 15:10:36+00,121
-93.2816227571713,44.9876959936562,22-0011639,Building fire                                     ,2022/03/21 00:00:00+00,15:07:54,04 ,900     ,4                        ,ST  ,N ,                                        ,               ,  ,                         ,    ,  ,44.987688,-93.281615,111 ,2022/03/21 00:00:00+00,16:28:01,1,1,2022/03/22 18:30:41+00,2022/03/21 15:07:54+00,2022/03/21 16:28:01+00,122
-93.2714367468064,44.9336579864886,22-0011654,"Outside rubbish, trash or waste fire              ",2022/03/21 00:00:00+00,17:34:40,17 ,3827    ,Clinton                  ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.93365,-93.271429,151 ,2022/03/21 00:00:00+00,17:44:09,1,1,2022/03/22 18:30:41+00,2022/03/21 17:34:40+00,2022/03/21 17:44:09+00,123
-93.2920097605005,44.9903249933157,22-0011662,Dumpster or other outside trash receptacle fire   ,2022/03/21 00:00:00+00,18:47:14,16 ,1149    ,7                        ,ST  ,N ,                                        ,               ,  ,                         ,    ,  ,44.990317,-93.292002,154 ,2022/03/21 00:00:00+00,19:06:42,1,1,2022/03/22 18:30:41+00,2022/03/21 18:47:14+00,2022/03/21 19:06:42+00,124
-93.2798467572628,44.9920249944102,22-0011690,"Fire in portable building, fixed location         ",2022/03/22 00:00:00+00,00:53:24,04 ,        ,2                        ,ST  ,N ,                                        ,               ,N ,Plymouth                 ,AVE ,  ,44.992017,-93.279839,123 ,2022/03/22 00:00:00+00,02:01:20,1,1,2022/03/22 18:30:41+00,2022/03/22 00:53:24+00,2022/03/22 02:01:20+00,125
-93.279336753729,44.9675049908742,22-0008300,"Cooking fire, confined to container               ",2022/02/25 00:00:00+00,22:02:21,06 ,1517    ,Lasalle                  ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.967497,-93.279329,113 ,2022/02/25 00:00:00+00,22:12:54,1,1,2022/03/02 18:30:42+00,2022/02/25 22:02:21+00,2022/02/25 22:12:54+00,126
-93.2691397582471,45.0212299994067,22-0008474,Building fire                                     ,2022/02/27 00:00:00+00,02:17:38,02 ,2939    ,CALIFORNIA               ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,45.021222,-93.269132,111 ,2022/02/27 00:00:00+00,04:03:27,1,1,2022/03/02 18:30:42+00,2022/02/27 02:17:38+00,2022/02/27 04:03:27+00,127
-93.2691397582471,45.0212299994067,22-0008474,Building fire                                     ,2022/02/27 00:00:00+00,02:17:38,02 ,2939    ,CALIFORNIA               ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,45.021222,-93.269132,111 ,2022/02/27 00:00:00+00,04:03:27,1,1,2022/03/02 18:30:42+00,2022/02/27 02:17:38+00,2022/02/27 04:03:27+00,128
-93.3120777691759,45.0116049950138,22-0008842,Building fire                                     ,2022/03/01 00:00:00+00,18:45:38,14 ,3018    ,Sheridan                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.011597,-93.31207,111 ,2022/03/01 00:00:00+00,19:00:45,1,1,2022/03/02 18:30:42+00,2022/03/01 18:45:38+00,2022/03/01 19:00:45+00,129
-93.2364717442994,44.9878659968233,22-0008848,"Cooking fire, confined to container               ",2022/03/01 00:00:00+00,19:05:38,11 ,1100    ,Como                     ,AVE ,SE,                                        ,               ,  ,                         ,    ,  ,44.987858,-93.236464,113 ,2022/03/01 00:00:00+00,19:29:44,1,1,2022/03/02 18:30:42+00,2022/03/01 19:05:38+00,2022/03/01 19:29:44+00,130
-93.2724667541168,44.98451199383,22-0008898,"Outside rubbish, trash or waste fire              ",2022/03/02 00:00:00+00,01:44:39,04 ,300     ,Washington               ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.984504,-93.272459,151 ,2022/03/02 00:00:00+00,01:54:36,1,1,2022/03/02 18:30:42+00,2022/03/02 01:44:39+00,2022/03/02 01:54:36+00,131
-93.2771307431986,44.8956239805413,22-0010468,"Cooking fire, confined to container               ",2022/03/13 00:00:00+00,00:10:37,27 ,123     ,59                       ,ST  ,E ,                                        ,202            ,  ,                         ,    ,  ,44.895616,-93.277123,113 ,2022/03/13 00:00:00+00,00:26:43,1,1,2022/03/16 18:30:42+00,2022/03/13 00:10:37+00,2022/03/13 00:26:43+00,132
-93.27970675368,44.9663849906853,22-0010489,Building fire                                     ,2022/03/13 00:00:00+00,04:47:26,06 ,125     ,Oak Grove                ,ST  ,  ,                                        ,54             ,  ,                         ,    ,  ,44.966377,-93.279699,111 ,2022/03/13 00:00:00+00,05:51:19,1,1,2022/03/17 18:30:44+00,2022/03/13 04:47:26+00,2022/03/13 05:51:19+00,133
-93.2362197465608,45.0047489993002,22-0010728,Passenger vehicle fire                            ,2022/03/14 00:00:00+00,22:54:56,15 ,0       ,Johnson                  ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,45.004741,-93.236212,131 ,2022/03/14 00:00:00+00,23:41:58,1,1,2022/03/16 18:30:42+00,2022/03/14 22:54:56+00,2022/03/14 23:41:58+00,134
-93.2869637572903,44.977523991803,22-0010831,Passenger vehicle fire                            ,2022/03/15 00:00:00+00,15:43:46,16 ,0       ,EB I394 TO WB I94        ,    ,  ,                                        ,               ,  ,                         ,    ,  ,44.977516,-93.286956,131 ,2022/03/15 00:00:00+00,17:17:12,1,1,2022/03/16 18:30:42+00,2022/03/15 15:43:46+00,2022/03/15 17:17:12+00,135
-93.2744067419731,44.8923599802536,22-0010864,Building fire                                     ,2022/03/15 00:00:00+00,19:39:26,27 ,6125    ,2                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.892352,-93.274399,111 ,2022/03/15 00:00:00+00,20:25:39,1,1,2022/03/16 18:30:42+00,2022/03/15 19:39:26+00,2022/03/15 20:25:39+00,136
-93.2663977594479,45.0355470016803,22-0001875,Building fire                                     ,2022/01/12 00:00:00+00,00:47:54,02 ,200     ,37                       ,AVE ,NE,                                        ,               ,  ,                         ,    ,  ,45.035539,-93.26639,111 ,2022/01/12 00:00:00+00,02:35:01,1,1,2022/01/13 18:30:41+00,2022/01/12 00:47:54+00,2022/01/12 02:35:01+00,137
